timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-06-11 15:50:14.541,julius-pod-bu-165,Running,minikube-m02,minikube,119,11
2024-06-11 15:50:33.667,julius-pod-bu-121,Running,minikube,minikube-m02,36,11
2024-06-11 15:50:34.991,julius-pod-bu-121,Succeeded,minikube,minikube-m02,36,11
2024-06-11 15:50:35.905,julius-pod-bu-121,Succeeded,minikube,minikube-m02,36,11
2024-06-11 15:50:37.981,julius-pod-bu-176,Pending,minikube,minikube,96,0
2024-06-11 15:50:38.023,julius-pod-bu-176,Pending,minikube,minikube,96,0
2024-06-11 15:50:39.381,julius-pod-bu-176,Running,minikube,minikube,96,0
2024-06-11 15:50:54.653,julius-pod-bu-127,Running,minikube,minikube-m02,56,11
2024-06-11 15:50:56.119,julius-pod-bu-127,Succeeded,minikube,minikube-m02,56,11
2024-06-11 15:50:56.860,julius-pod-bu-127,Succeeded,minikube,minikube-m02,56,11
2024-06-11 15:50:58.509,mrleo-pod-bu-59,Pending,minikube,minikube-m02,31,11
2024-06-11 15:50:58.538,mrleo-pod-bu-59,Pending,minikube,minikube-m02,31,11
2024-06-11 15:51:00.864,mrleo-pod-bu-59,Running,minikube,minikube-m02,31,11
2024-06-11 15:51:12.704,mrleo-pod-bu-47,Running,minikube,minikube,81,0
2024-06-11 15:51:12.777,julius-pod-bu-132,Running,minikube-m02,minikube-m02,29,0
2024-06-11 15:51:13.975,mrleo-pod-bu-47,Succeeded,minikube,minikube,81,0
2024-06-11 15:51:14.019,julius-pod-bu-132,Succeeded,minikube-m02,minikube-m02,29,0
2024-06-11 15:51:14.886,mrleo-pod-bu-47,Succeeded,minikube,minikube,81,0
2024-06-11 15:51:14.938,julius-pod-bu-132,Succeeded,minikube-m02,minikube-m02,29,0
2024-06-11 15:51:18.245,julius-pod-bu-184,Pending,minikube,minikube-m02,74,11
2024-06-11 15:51:18.293,julius-pod-bu-184,Pending,minikube,minikube-m02,74,11
2024-06-11 15:51:20.865,julius-pod-bu-184,Running,minikube,minikube-m02,74,11
2024-06-11 15:51:31.129,julius-pod-bu-150,Running,minikube-m02,minikube,93,11
2024-06-11 15:51:32.432,julius-pod-bu-150,Succeeded,minikube-m02,minikube,93,11
2024-06-11 15:51:33.361,julius-pod-bu-150,Succeeded,minikube-m02,minikube,93,11
2024-06-11 15:51:36.786,aeneas-pod-bu-185,Pending,minikube-m02,minikube-m02,107,0
2024-06-11 15:51:36.817,aeneas-pod-bu-185,Pending,minikube-m02,minikube-m02,107,0
2024-06-11 15:51:38.748,aeneas-pod-bu-185,Running,minikube-m02,minikube-m02,107,0
2024-06-11 15:51:46.280,mrleo-pod-bu-56,Running,minikube-m02,minikube-m02,50,0
2024-06-11 15:51:47.544,mrleo-pod-bu-56,Succeeded,minikube-m02,minikube-m02,50,0
2024-06-11 15:51:48.455,mrleo-pod-bu-56,Succeeded,minikube-m02,minikube-m02,50,0
2024-06-11 15:51:49.743,aeneas-pod-bu-188,Pending,minikube-m02,minikube-m02,47,0
2024-06-11 15:51:49.782,aeneas-pod-bu-188,Pending,minikube-m02,minikube-m02,47,0
2024-06-11 15:51:51.710,aeneas-pod-bu-188,Running,minikube-m02,minikube-m02,47,0
